,guest_id,review_score,comments
5608,232210,2,Review comment 5609
5609,287666,3,Review comment 5610
5610,284167,3,Review comment 5611
5611,101332,2,Review comment 5612
5612,129003,4,Review comment 5613
5613,221262,3,Review comment 5614
5614,224554,5,Review comment 5615
5615,179785,1,Review comment 5616
5616,77564,4,Review comment 5617
5617,88822,3,Review comment 5618
5618,184192,2,Review comment 5619
5619,80894,5,Review comment 5620
5620,48802,3,Review comment 5621
5621,283474,3,Review comment 5622
5622,206056,5,Review comment 5623
5623,239729,4,Review comment 5624
5624,53981,4,Review comment 5625
5625,64092,3,Review comment 5626
5626,155723,4,Review comment 5627
5627,43352,5,Review comment 5628
5628,136075,4,Review comment 5629
5629,292545,4,Review comment 5630
5630,77458,4,Review comment 5631
5631,146450,4,Review comment 5632
5632,127481,3,Review comment 5633
5633,61261,4,Review comment 5634
5634,81504,4,Review comment 5635
5635,240622,4,Review comment 5636
5636,228569,1,Review comment 5637
5637,40069,4,Review comment 5638
5638,17241,2,Review comment 5639
5639,91866,4,Review comment 5640
5640,69013,1,Review comment 5641
5641,39537,5,Review comment 5642
5642,34163,5,Review comment 5643
5643,268688,3,Review comment 5644
5644,197305,3,Review comment 5645
5645,261208,3,Review comment 5646
5646,50936,3,Review comment 5647
5647,247180,4,Review comment 5648
5648,53624,3,Review comment 5649
5649,288924,5,Review comment 5650
5650,248254,5,Review comment 5651
5651,23279,5,Review comment 5652
5652,52143,2,Review comment 5653
5653,271439,4,Review comment 5654
5654,218896,4,Review comment 5655
5655,251320,3,Review comment 5656
5656,189890,4,Review comment 5657
5657,57540,4,Review comment 5658
5658,114776,4,Review comment 5659
5659,216483,3,Review comment 5660
5660,279850,1,Review comment 5661
5661,283403,5,Review comment 5662
5662,58971,1,Review comment 5663
5663,161062,5,Review comment 5664
5664,21906,4,Review comment 5665
5665,240656,4,Review comment 5666
5666,227580,4,Review comment 5667
5667,66125,2,Review comment 5668
5668,48302,4,Review comment 5669
5669,205053,5,Review comment 5670
5670,24866,5,Review comment 5671
5671,299282,1,Review comment 5672
5672,75850,3,Review comment 5673
5673,17696,4,Review comment 5674
5674,237950,1,Review comment 5675
5675,257018,3,Review comment 5676
5676,145366,4,Review comment 5677
5677,91125,5,Review comment 5678
5678,223952,5,Review comment 5679
5679,193746,3,Review comment 5680
5680,250349,3,Review comment 5681
5681,27274,2,Review comment 5682
5682,78913,5,Review comment 5683
5683,14079,4,Review comment 5684
5684,164855,3,Review comment 5685
5685,233535,4,Review comment 5686
5686,52689,4,Review comment 5687
5687,256486,1,Review comment 5688
5688,259485,2,Review comment 5689
5689,272194,3,Review comment 5690
5690,33174,4,Review comment 5691
5691,150018,4,Review comment 5692
5692,124214,1,Review comment 5693
5693,201910,5,Review comment 5694
5694,145708,3,Review comment 5695
5695,206710,3,Review comment 5696
5696,145848,1,Review comment 5697
5697,183115,1,Review comment 5698
5698,56721,2,Review comment 5699
5699,17445,4,Review comment 5700
5700,297456,4,Review comment 5701
5701,204314,3,Review comment 5702
5702,205382,3,Review comment 5703
5703,62672,5,Review comment 5704
5704,294837,4,Review comment 5705
5705,269536,3,Review comment 5706
5706,40834,4,Review comment 5707
5707,175388,3,Review comment 5708
5708,256126,4,Review comment 5709
5709,39168,3,Review comment 5710
5710,233327,4,Review comment 5711
5711,249390,5,Review comment 5712
5712,98151,1,Review comment 5713
5713,273964,5,Review comment 5714
5714,87247,5,Review comment 5715
5715,162248,3,Review comment 5716
5716,22886,4,Review comment 5717
5717,37733,4,Review comment 5718
5718,249700,5,Review comment 5719
5719,257380,3,Review comment 5720
5720,44715,1,Review comment 5721
5721,251774,3,Review comment 5722
5722,74482,4,Review comment 5723
5723,261106,4,Review comment 5724
5724,145254,3,Review comment 5725
5725,63454,4,Review comment 5726
5726,25206,1,Review comment 5727
5727,258103,3,Review comment 5728
5728,49864,4,Review comment 5729
5729,4933,1,Review comment 5730
5730,184755,5,Review comment 5731
5731,292673,5,Review comment 5732
5732,78192,5,Review comment 5733
5733,262476,4,Review comment 5734
5734,11141,5,Review comment 5735
5735,281039,2,Review comment 5736
5736,175479,2,Review comment 5737
5737,95282,3,Review comment 5738
5738,4541,5,Review comment 5739
5739,95921,1,Review comment 5740
5740,54786,4,Review comment 5741
5741,225555,4,Review comment 5742
5742,31778,5,Review comment 5743
5743,293281,3,Review comment 5744
5744,45415,4,Review comment 5745
5745,73327,5,Review comment 5746
5746,289798,4,Review comment 5747
5747,128540,3,Review comment 5748
5748,204859,3,Review comment 5749
5749,274472,3,Review comment 5750
5750,100653,4,Review comment 5751
5751,284882,4,Review comment 5752
5752,79417,3,Review comment 5753
5753,120049,4,Review comment 5754
5754,27697,2,Review comment 5755
5755,208604,2,Review comment 5756
5756,249639,1,Review comment 5757
5757,130264,1,Review comment 5758
5758,284661,5,Review comment 5759
5759,37316,3,Review comment 5760
5760,227680,4,Review comment 5761
5761,102196,3,Review comment 5762
5762,24559,3,Review comment 5763
5763,287658,4,Review comment 5764
5764,136512,3,Review comment 5765
5765,292825,2,Review comment 5766
5766,16973,4,Review comment 5767
5767,282042,5,Review comment 5768
5768,7249,4,Review comment 5769
5769,267783,1,Review comment 5770
5770,48869,2,Review comment 5771
5771,32938,5,Review comment 5772
5772,200919,4,Review comment 5773
5773,296093,1,Review comment 5774
5774,22228,5,Review comment 5775
5775,172965,4,Review comment 5776
5776,115515,5,Review comment 5777
5777,70919,4,Review comment 5778
5778,120023,5,Review comment 5779
5779,43142,4,Review comment 5780
5780,197006,3,Review comment 5781
5781,117529,3,Review comment 5782
5782,205502,5,Review comment 5783
5783,271072,3,Review comment 5784
5784,1866,4,Review comment 5785
5785,149525,5,Review comment 5786
5786,191698,2,Review comment 5787
5787,159658,4,Review comment 5788
5788,6077,3,Review comment 5789
5789,112235,3,Review comment 5790
5790,298793,4,Review comment 5791
5791,262399,2,Review comment 5792
5792,117569,4,Review comment 5793
5793,188311,5,Review comment 5794
5794,117985,4,Review comment 5795
5795,296142,5,Review comment 5796
5796,71358,4,Review comment 5797
5797,141872,4,Review comment 5798
5798,205652,4,Review comment 5799
5799,111787,4,Review comment 5800
5800,84812,1,Review comment 5801
5801,219059,4,Review comment 5802
5802,279117,4,Review comment 5803
5803,167766,1,Review comment 5804
5804,50432,4,Review comment 5805
5805,242350,5,Review comment 5806
5806,203847,5,Review comment 5807
5807,289869,3,Review comment 5808
5808,79824,4,Review comment 5809
5809,55149,3,Review comment 5810
5810,164172,3,Review comment 5811
5811,38783,3,Review comment 5812
5812,292331,4,Review comment 5813
5813,165485,5,Review comment 5814
5814,5240,3,Review comment 5815
5815,34961,4,Review comment 5816
5816,17363,1,Review comment 5817
5817,249752,4,Review comment 5818
5818,80759,3,Review comment 5819
5819,271130,4,Review comment 5820
5820,53073,4,Review comment 5821
5821,145315,3,Review comment 5822
5822,169428,4,Review comment 5823
5823,151783,4,Review comment 5824
5824,185652,4,Review comment 5825
5825,182896,2,Review comment 5826
5826,160870,3,Review comment 5827
5827,279500,3,Review comment 5828
5828,39553,4,Review comment 5829
5829,100003,2,Review comment 5830
5830,59857,5,Review comment 5831
5831,169789,5,Review comment 5832
5832,85803,3,Review comment 5833
5833,61370,5,Review comment 5834
5834,266784,3,Review comment 5835
5835,274092,3,Review comment 5836
5836,179448,5,Review comment 5837
5837,52100,3,Review comment 5838
5838,841,1,Review comment 5839
5839,151421,4,Review comment 5840
5840,277245,2,Review comment 5841
5841,150070,4,Review comment 5842
5842,182458,5,Review comment 5843
5843,150295,2,Review comment 5844
5844,17562,4,Review comment 5845
5845,47107,3,Review comment 5846
5846,109097,1,Review comment 5847
5847,98861,4,Review comment 5848
5848,206440,5,Review comment 5849
5849,171816,5,Review comment 5850
5850,145642,5,Review comment 5851
5851,84564,3,Review comment 5852
5852,182639,4,Review comment 5853
5853,182989,3,Review comment 5854
5854,196917,2,Review comment 5855
5855,90241,2,Review comment 5856
5856,219528,4,Review comment 5857
5857,11194,5,Review comment 5858
5858,266883,4,Review comment 5859
5859,292569,4,Review comment 5860
5860,112183,4,Review comment 5861
5861,165412,5,Review comment 5862
5862,230726,4,Review comment 5863
5863,171390,3,Review comment 5864
5864,29370,5,Review comment 5865
5865,52141,3,Review comment 5866
5866,181736,3,Review comment 5867
5867,198533,5,Review comment 5868
5868,27324,3,Review comment 5869
5869,146245,4,Review comment 5870
5870,130714,2,Review comment 5871
5871,226999,4,Review comment 5872
5872,31374,4,Review comment 5873
5873,284461,5,Review comment 5874
5874,100339,5,Review comment 5875
5875,59206,5,Review comment 5876
5876,115468,4,Review comment 5877
5877,259241,3,Review comment 5878
5878,184330,5,Review comment 5879
5879,285685,3,Review comment 5880
5880,250328,1,Review comment 5881
5881,215150,3,Review comment 5882
5882,6329,1,Review comment 5883
5883,108586,4,Review comment 5884
5884,8165,3,Review comment 5885
5885,211329,4,Review comment 5886
5886,107945,4,Review comment 5887
5887,130500,3,Review comment 5888
5888,278554,3,Review comment 5889
5889,262813,5,Review comment 5890
5890,220285,4,Review comment 5891
5891,276237,5,Review comment 5892
5892,126700,3,Review comment 5893
5893,73503,5,Review comment 5894
5894,225018,3,Review comment 5895
5895,117037,4,Review comment 5896
5896,284835,1,Review comment 5897
5897,208327,4,Review comment 5898
5898,211833,2,Review comment 5899
5899,193938,4,Review comment 5900
5900,63610,5,Review comment 5901
5901,268584,3,Review comment 5902
5902,172772,3,Review comment 5903
5903,295323,5,Review comment 5904
5904,125331,3,Review comment 5905
5905,108035,3,Review comment 5906
5906,71450,3,Review comment 5907
5907,168932,5,Review comment 5908
5908,230528,3,Review comment 5909
5909,58995,1,Review comment 5910
5910,249658,1,Review comment 5911
5911,238301,3,Review comment 5912
5912,221591,2,Review comment 5913
5913,210199,3,Review comment 5914
5914,56383,4,Review comment 5915
5915,38856,5,Review comment 5916
5916,241064,3,Review comment 5917
5917,149701,3,Review comment 5918
5918,33302,2,Review comment 5919
5919,273897,5,Review comment 5920
5920,197981,3,Review comment 5921
5921,298624,3,Review comment 5922
5922,115025,4,Review comment 5923
5923,36274,4,Review comment 5924
5924,7775,4,Review comment 5925
5925,259206,1,Review comment 5926
5926,280807,4,Review comment 5927
5927,97383,4,Review comment 5928
5928,9772,4,Review comment 5929
5929,62054,1,Review comment 5930
5930,3181,3,Review comment 5931
5931,45285,3,Review comment 5932
5932,143730,5,Review comment 5933
5933,155163,2,Review comment 5934
5934,68605,3,Review comment 5935
5935,100451,3,Review comment 5936
5936,162842,5,Review comment 5937
5937,113389,3,Review comment 5938
5938,82026,4,Review comment 5939
5939,259198,4,Review comment 5940
5940,64610,5,Review comment 5941
5941,262472,3,Review comment 5942
5942,179277,4,Review comment 5943
5943,83667,5,Review comment 5944
5944,297555,3,Review comment 5945
5945,206257,3,Review comment 5946
5946,271239,4,Review comment 5947
5947,153344,4,Review comment 5948
5948,41344,3,Review comment 5949
5949,161109,2,Review comment 5950
5950,270055,1,Review comment 5951
5951,200456,1,Review comment 5952
5952,157714,3,Review comment 5953
5953,94591,4,Review comment 5954
5954,59909,3,Review comment 5955
5955,81773,3,Review comment 5956
5956,24871,5,Review comment 5957
5957,232537,5,Review comment 5958
5958,40212,5,Review comment 5959
5959,72153,5,Review comment 5960
5960,84758,2,Review comment 5961
5961,252765,4,Review comment 5962
5962,195731,2,Review comment 5963
5963,147979,1,Review comment 5964
5964,64354,5,Review comment 5965
5965,165663,1,Review comment 5966
5966,273704,5,Review comment 5967
5967,267217,3,Review comment 5968
5968,28300,3,Review comment 5969
5969,162203,3,Review comment 5970
5970,263681,5,Review comment 5971
5971,34655,4,Review comment 5972
5972,184849,4,Review comment 5973
5973,296067,1,Review comment 5974
5974,12992,5,Review comment 5975
5975,281253,5,Review comment 5976
5976,181464,3,Review comment 5977
5977,28740,3,Review comment 5978
5978,20549,4,Review comment 5979
5979,51554,4,Review comment 5980
5980,154741,5,Review comment 5981
5981,260590,3,Review comment 5982
5982,221430,2,Review comment 5983
5983,76436,4,Review comment 5984
5984,155689,3,Review comment 5985
5985,221400,5,Review comment 5986
5986,91157,2,Review comment 5987
5987,200057,2,Review comment 5988
5988,174804,2,Review comment 5989
5989,66874,4,Review comment 5990
5990,153176,3,Review comment 5991
5991,286948,4,Review comment 5992
5992,256748,5,Review comment 5993
5993,181006,4,Review comment 5994
5994,155468,4,Review comment 5995
5995,44972,1,Review comment 5996
5996,117604,5,Review comment 5997
5997,227654,2,Review comment 5998
5998,171758,2,Review comment 5999
5999,190482,4,Review comment 6000
6000,104755,4,Review comment 6001
6001,179894,3,Review comment 6002
6002,238983,1,Review comment 6003
6003,265875,5,Review comment 6004
6004,233666,2,Review comment 6005
6005,280750,5,Review comment 6006
6006,186174,1,Review comment 6007
6007,160684,3,Review comment 6008
6008,195507,2,Review comment 6009
6009,263403,4,Review comment 6010
6010,226985,4,Review comment 6011
6011,229258,5,Review comment 6012
6012,275158,2,Review comment 6013
6013,9009,3,Review comment 6014
6014,128591,5,Review comment 6015
6015,8632,4,Review comment 6016
6016,94768,1,Review comment 6017
6017,38879,2,Review comment 6018
6018,195601,4,Review comment 6019
6019,154550,1,Review comment 6020
6020,198233,4,Review comment 6021
6021,75356,5,Review comment 6022
6022,60369,2,Review comment 6023
6023,44023,3,Review comment 6024
6024,283398,2,Review comment 6025
6025,270699,2,Review comment 6026
6026,237108,2,Review comment 6027
6027,43193,3,Review comment 6028
6028,70291,4,Review comment 6029
6029,152696,4,Review comment 6030
6030,276669,5,Review comment 6031
6031,175686,4,Review comment 6032
6032,91270,2,Review comment 6033
6033,270026,5,Review comment 6034
6034,298701,3,Review comment 6035
6035,239383,4,Review comment 6036
6036,87913,4,Review comment 6037
6037,11428,4,Review comment 6038
6038,23270,1,Review comment 6039
6039,261142,3,Review comment 6040
6040,3405,2,Review comment 6041
6041,164553,4,Review comment 6042
6042,51604,3,Review comment 6043
6043,286579,2,Review comment 6044
6044,79762,4,Review comment 6045
6045,152190,4,Review comment 6046
6046,75037,3,Review comment 6047
6047,127101,2,Review comment 6048
6048,197724,3,Review comment 6049
6049,244958,2,Review comment 6050
6050,237088,3,Review comment 6051
6051,166177,3,Review comment 6052
6052,221674,5,Review comment 6053
6053,220200,4,Review comment 6054
6054,88222,5,Review comment 6055
6055,284041,4,Review comment 6056
6056,34547,5,Review comment 6057
6057,76968,3,Review comment 6058
6058,202146,4,Review comment 6059
6059,255710,5,Review comment 6060
6060,14037,5,Review comment 6061
6061,174032,4,Review comment 6062
6062,12089,4,Review comment 6063
6063,265046,1,Review comment 6064
6064,93822,2,Review comment 6065
6065,154262,3,Review comment 6066
6066,243175,3,Review comment 6067
6067,237742,5,Review comment 6068
6068,40535,5,Review comment 6069
6069,59299,4,Review comment 6070
6070,279651,1,Review comment 6071
6071,75303,1,Review comment 6072
6072,7264,1,Review comment 6073
6073,82739,3,Review comment 6074
6074,75430,3,Review comment 6075
6075,276382,4,Review comment 6076
6076,283560,4,Review comment 6077
6077,236419,4,Review comment 6078
6078,20427,4,Review comment 6079
6079,11272,5,Review comment 6080
6080,95496,4,Review comment 6081
6081,289423,4,Review comment 6082
6082,25519,1,Review comment 6083
6083,126983,4,Review comment 6084
6084,217100,4,Review comment 6085
6085,103250,2,Review comment 6086
6086,251906,2,Review comment 6087
6087,40358,3,Review comment 6088
6088,27463,3,Review comment 6089
6089,143941,5,Review comment 6090
6090,283400,5,Review comment 6091
6091,121418,5,Review comment 6092
6092,7692,4,Review comment 6093
6093,276542,5,Review comment 6094
6094,232465,5,Review comment 6095
6095,168939,3,Review comment 6096
6096,220804,1,Review comment 6097
6097,175886,5,Review comment 6098
6098,179600,5,Review comment 6099
6099,61992,2,Review comment 6100
6100,78535,1,Review comment 6101
6101,97114,1,Review comment 6102
6102,156368,5,Review comment 6103
6103,26651,5,Review comment 6104
6104,260076,3,Review comment 6105
6105,146670,5,Review comment 6106
6106,96441,3,Review comment 6107
6107,116462,3,Review comment 6108
6108,73088,1,Review comment 6109
6109,16966,1,Review comment 6110
6110,228984,4,Review comment 6111
6111,282323,3,Review comment 6112
6112,102535,4,Review comment 6113
6113,238351,4,Review comment 6114
6114,179379,3,Review comment 6115
6115,240391,3,Review comment 6116
6116,208057,4,Review comment 6117
6117,218028,4,Review comment 6118
6118,199333,2,Review comment 6119
6119,208519,4,Review comment 6120
6120,148347,1,Review comment 6121
6121,45053,4,Review comment 6122
6122,122732,4,Review comment 6123
6123,12704,3,Review comment 6124
6124,86376,4,Review comment 6125
6125,18115,1,Review comment 6126
6126,184522,3,Review comment 6127
6127,262051,1,Review comment 6128
6128,54295,4,Review comment 6129
6129,124871,4,Review comment 6130
6130,77712,2,Review comment 6131
6131,136169,3,Review comment 6132
6132,233061,4,Review comment 6133
6133,203301,5,Review comment 6134
6134,128699,4,Review comment 6135
6135,74130,5,Review comment 6136
6136,190088,4,Review comment 6137
6137,100928,5,Review comment 6138
6138,30971,5,Review comment 6139
6139,91461,5,Review comment 6140
6140,7724,2,Review comment 6141
6141,267978,4,Review comment 6142
6142,146573,3,Review comment 6143
6143,80233,3,Review comment 6144
6144,258313,5,Review comment 6145
6145,47444,3,Review comment 6146
6146,281735,2,Review comment 6147
6147,232674,5,Review comment 6148
6148,102233,5,Review comment 6149
6149,137310,5,Review comment 6150
6150,191504,5,Review comment 6151
6151,97652,4,Review comment 6152
6152,50353,5,Review comment 6153
6153,165799,4,Review comment 6154
6154,121971,4,Review comment 6155
6155,32041,2,Review comment 6156
6156,101138,5,Review comment 6157
6157,172211,5,Review comment 6158
6158,236300,1,Review comment 6159
6159,27297,1,Review comment 6160
6160,224966,4,Review comment 6161
6161,46464,5,Review comment 6162
6162,5043,5,Review comment 6163
6163,39978,2,Review comment 6164
6164,283880,4,Review comment 6165
6165,17056,5,Review comment 6166
6166,191496,4,Review comment 6167
6167,236823,4,Review comment 6168
6168,201479,3,Review comment 6169
6169,53677,5,Review comment 6170
6170,34397,5,Review comment 6171
6171,164786,4,Review comment 6172
6172,81519,4,Review comment 6173
6173,55384,3,Review comment 6174
6174,178716,3,Review comment 6175
6175,281120,3,Review comment 6176
6176,89750,4,Review comment 6177
6177,139871,4,Review comment 6178
6178,210267,5,Review comment 6179
6179,122958,5,Review comment 6180
6180,231752,3,Review comment 6181
6181,130344,5,Review comment 6182
6182,263119,2,Review comment 6183
6183,186014,3,Review comment 6184
6184,21834,4,Review comment 6185
6185,35761,3,Review comment 6186
6186,287198,3,Review comment 6187
6187,5554,4,Review comment 6188
6188,58702,2,Review comment 6189
6189,49050,5,Review comment 6190
6190,103628,3,Review comment 6191
6191,58909,2,Review comment 6192
6192,40541,3,Review comment 6193
6193,36982,4,Review comment 6194
6194,124365,5,Review comment 6195
6195,132134,2,Review comment 6196
6196,224722,4,Review comment 6197
6197,92246,2,Review comment 6198
6198,193498,3,Review comment 6199
6199,139643,4,Review comment 6200
6200,104384,3,Review comment 6201
6201,296197,2,Review comment 6202
6202,290844,5,Review comment 6203
6203,223952,3,Review comment 6204
6204,146948,4,Review comment 6205
6205,80444,5,Review comment 6206
6206,66281,1,Review comment 6207
6207,57204,5,Review comment 6208
6208,253697,3,Review comment 6209
6209,285606,4,Review comment 6210
6210,172150,5,Review comment 6211
6211,276506,3,Review comment 6212
6212,247723,2,Review comment 6213
6213,270319,4,Review comment 6214
6214,241827,3,Review comment 6215
6215,196402,2,Review comment 6216
6216,125595,2,Review comment 6217
6217,291729,3,Review comment 6218
6218,205841,5,Review comment 6219
6219,223328,5,Review comment 6220
6220,252708,2,Review comment 6221
6221,159023,2,Review comment 6222
6222,38355,5,Review comment 6223
6223,294681,3,Review comment 6224
6224,181618,5,Review comment 6225
6225,284079,1,Review comment 6226
6226,120922,4,Review comment 6227
6227,21736,4,Review comment 6228
6228,152979,4,Review comment 6229
6229,79053,3,Review comment 6230
6230,204376,3,Review comment 6231
6231,114181,5,Review comment 6232
6232,97609,4,Review comment 6233
6233,171764,4,Review comment 6234
6234,12191,4,Review comment 6235
6235,48771,1,Review comment 6236
6236,162751,3,Review comment 6237
6237,151044,4,Review comment 6238
6238,72155,5,Review comment 6239
6239,82153,5,Review comment 6240
6240,291324,4,Review comment 6241
6241,169534,5,Review comment 6242
6242,13146,5,Review comment 6243
6243,152187,5,Review comment 6244
6244,152597,2,Review comment 6245
6245,178026,4,Review comment 6246
6246,111946,3,Review comment 6247
6247,61890,4,Review comment 6248
6248,291532,4,Review comment 6249
6249,151041,5,Review comment 6250
6250,146737,2,Review comment 6251
6251,269910,3,Review comment 6252
6252,91430,4,Review comment 6253
6253,84618,5,Review comment 6254
6254,193678,3,Review comment 6255
6255,9383,2,Review comment 6256
6256,158136,4,Review comment 6257
6257,59882,3,Review comment 6258
6258,275887,5,Review comment 6259
6259,145259,1,Review comment 6260
6260,180254,2,Review comment 6261
6261,245382,3,Review comment 6262
6262,115783,4,Review comment 6263
6263,129816,5,Review comment 6264
6264,4491,5,Review comment 6265
6265,30695,3,Review comment 6266
6266,56670,3,Review comment 6267
6267,299080,2,Review comment 6268
6268,119333,1,Review comment 6269
6269,204006,5,Review comment 6270
6270,241760,3,Review comment 6271
6271,163359,3,Review comment 6272
6272,117327,4,Review comment 6273
6273,140004,2,Review comment 6274
6274,65129,4,Review comment 6275
6275,289793,4,Review comment 6276
6276,197267,5,Review comment 6277
6277,31473,3,Review comment 6278
6278,35421,4,Review comment 6279
6279,134090,3,Review comment 6280
6280,159516,3,Review comment 6281
6281,243354,2,Review comment 6282
6282,36458,5,Review comment 6283
6283,235140,1,Review comment 6284
6284,17551,2,Review comment 6285
6285,103596,2,Review comment 6286
6286,133013,4,Review comment 6287
6287,116884,1,Review comment 6288
6288,268201,4,Review comment 6289
6289,20066,4,Review comment 6290
6290,285158,4,Review comment 6291
6291,69757,4,Review comment 6292
6292,57659,2,Review comment 6293
6293,261103,2,Review comment 6294
6294,290452,3,Review comment 6295
6295,36324,5,Review comment 6296
6296,186859,4,Review comment 6297
6297,4397,4,Review comment 6298
6298,75871,3,Review comment 6299
6299,199410,5,Review comment 6300
6300,77375,3,Review comment 6301
6301,239392,5,Review comment 6302
6302,213458,4,Review comment 6303
6303,127006,3,Review comment 6304
6304,152584,5,Review comment 6305
6305,16518,2,Review comment 6306
6306,47922,3,Review comment 6307
6307,97481,2,Review comment 6308
6308,71261,3,Review comment 6309
6309,168935,5,Review comment 6310
6310,228317,5,Review comment 6311
6311,278489,3,Review comment 6312
6312,27695,3,Review comment 6313
6313,26428,4,Review comment 6314
6314,283437,4,Review comment 6315
6315,233125,4,Review comment 6316
6316,283805,4,Review comment 6317
6317,155593,5,Review comment 6318
6318,207853,4,Review comment 6319
6319,86121,5,Review comment 6320
6320,260832,4,Review comment 6321
6321,2825,2,Review comment 6322
6322,249580,3,Review comment 6323
6323,86189,2,Review comment 6324
6324,295614,3,Review comment 6325
6325,33241,4,Review comment 6326
6326,46978,2,Review comment 6327
6327,230081,4,Review comment 6328
6328,266702,4,Review comment 6329
6329,204950,5,Review comment 6330
6330,239847,3,Review comment 6331
6331,221136,1,Review comment 6332
6332,76723,3,Review comment 6333
6333,32705,4,Review comment 6334
6334,277023,3,Review comment 6335
6335,131006,1,Review comment 6336
6336,86178,1,Review comment 6337
6337,112235,1,Review comment 6338
6338,28534,5,Review comment 6339
6339,17009,4,Review comment 6340
6340,111944,5,Review comment 6341
6341,26428,4,Review comment 6342
6342,75938,4,Review comment 6343
6343,158905,4,Review comment 6344
6344,176139,5,Review comment 6345
6345,130761,4,Review comment 6346
6346,207344,1,Review comment 6347
6347,422,4,Review comment 6348
6348,71577,5,Review comment 6349
6349,17279,5,Review comment 6350
6350,175346,3,Review comment 6351
6351,281882,3,Review comment 6352
6352,153240,3,Review comment 6353
6353,136984,5,Review comment 6354
6354,96823,2,Review comment 6355
6355,118704,5,Review comment 6356
6356,14463,4,Review comment 6357
6357,244301,4,Review comment 6358
6358,141261,3,Review comment 6359
6359,70096,5,Review comment 6360
6360,187561,4,Review comment 6361
6361,35621,4,Review comment 6362
6362,288325,3,Review comment 6363
6363,85750,5,Review comment 6364
6364,222479,5,Review comment 6365
6365,4908,4,Review comment 6366
6366,97384,5,Review comment 6367
6367,135769,4,Review comment 6368
6368,226494,4,Review comment 6369
6369,204206,3,Review comment 6370
6370,63415,1,Review comment 6371
6371,159216,1,Review comment 6372
6372,274685,2,Review comment 6373
6373,242357,1,Review comment 6374
6374,95527,5,Review comment 6375
6375,229136,5,Review comment 6376
6376,239601,4,Review comment 6377
6377,51760,3,Review comment 6378
6378,229277,4,Review comment 6379
6379,264997,4,Review comment 6380
6380,98112,2,Review comment 6381
6381,252362,3,Review comment 6382
6382,231698,2,Review comment 6383
6383,242162,1,Review comment 6384
6384,60708,3,Review comment 6385
6385,255056,5,Review comment 6386
6386,245,5,Review comment 6387
6387,129306,4,Review comment 6388
6388,163356,4,Review comment 6389
6389,148605,4,Review comment 6390
6390,25028,3,Review comment 6391
6391,165473,5,Review comment 6392
6392,280410,3,Review comment 6393
6393,274780,3,Review comment 6394
6394,262244,2,Review comment 6395
6395,21487,3,Review comment 6396
6396,248777,4,Review comment 6397
6397,256800,4,Review comment 6398
6398,201756,4,Review comment 6399
6399,22403,2,Review comment 6400
6400,19135,5,Review comment 6401
6401,265498,4,Review comment 6402
6402,282167,3,Review comment 6403
6403,285234,3,Review comment 6404
6404,17050,3,Review comment 6405
6405,266258,4,Review comment 6406
6406,290082,3,Review comment 6407
6407,215274,4,Review comment 6408
6408,178734,3,Review comment 6409
6409,125915,2,Review comment 6410
6410,217864,5,Review comment 6411
6411,233314,4,Review comment 6412
6412,292187,1,Review comment 6413
6413,51301,2,Review comment 6414
6414,230949,2,Review comment 6415
6415,289545,3,Review comment 6416
6416,145728,5,Review comment 6417
6417,177874,5,Review comment 6418
6418,45676,4,Review comment 6419
6419,241365,5,Review comment 6420
6420,210550,3,Review comment 6421
6421,2807,2,Review comment 6422
6422,161828,2,Review comment 6423
6423,136098,4,Review comment 6424
6424,271935,5,Review comment 6425
6425,232090,5,Review comment 6426
6426,68972,3,Review comment 6427
6427,21167,4,Review comment 6428
6428,36336,4,Review comment 6429
6429,76218,4,Review comment 6430
6430,293456,4,Review comment 6431
6431,97876,5,Review comment 6432
6432,87926,4,Review comment 6433
6433,193265,5,Review comment 6434
6434,184760,5,Review comment 6435
6435,236527,3,Review comment 6436
6436,56952,5,Review comment 6437
6437,279889,5,Review comment 6438
6438,197151,4,Review comment 6439
6439,265183,3,Review comment 6440
6440,284014,3,Review comment 6441
6441,278950,5,Review comment 6442
6442,80156,3,Review comment 6443
6443,142127,5,Review comment 6444
6444,19317,4,Review comment 6445
6445,57403,2,Review comment 6446
6446,173014,4,Review comment 6447
6447,159600,4,Review comment 6448
6448,293018,3,Review comment 6449
6449,243586,3,Review comment 6450
6450,118759,3,Review comment 6451
6451,119178,3,Review comment 6452
6452,117329,5,Review comment 6453
6453,104288,5,Review comment 6454
6454,219879,5,Review comment 6455
6455,52336,5,Review comment 6456
6456,166394,5,Review comment 6457
6457,234759,1,Review comment 6458
6458,52706,3,Review comment 6459
6459,236148,3,Review comment 6460
6460,119803,3,Review comment 6461
6461,43057,4,Review comment 6462
6462,104588,4,Review comment 6463
6463,26943,4,Review comment 6464
6464,200873,3,Review comment 6465
6465,133431,5,Review comment 6466
6466,279473,2,Review comment 6467
6467,154719,4,Review comment 6468
6468,127471,4,Review comment 6469
6469,203053,4,Review comment 6470
6470,282139,1,Review comment 6471
6471,203852,1,Review comment 6472
6472,251493,5,Review comment 6473
6473,263968,4,Review comment 6474
6474,240092,1,Review comment 6475
6475,23564,4,Review comment 6476
6476,97011,4,Review comment 6477
6477,112461,3,Review comment 6478
6478,136773,5,Review comment 6479
6479,297436,3,Review comment 6480
6480,10523,4,Review comment 6481
6481,128383,4,Review comment 6482
